YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,3,13,5,WN,647,N954WN,ABQ,LAS,605,601,-4,14,615,95,86,67,486,622,5,640,627,-13,0,0,,,,,,
2015,11,16,1,WN,2152,N8306H,SEA,BWI,1250,1255,5,14,1309,295,294,273,2335,2042,7,2045,2049,4,0,0,,,,,,
2015,2,8,7,EV,5317,N931EV,ATL,LEX,1220,1215,-5,16,1231,77,73,54,304,1325,3,1337,1328,-9,0,0,,,,,,
2015,9,14,1,DL,2833,N935AT,LEX,ATL,1351,1346,-5,12,1358,89,75,56,304,1454,7,1520,1501,-19,0,0,,,,,,
2015,10,30,5,UA,1051,N27959,11292,12266,1015,1018,3,17,1035,136,168,141,862,1356,10,1331,1406,35,0,0,,35,0,0,0,0
2015,1,25,7,WN,1734,N778SW,RDU,LAS,715,712,-3,19,731,325,300,263,2026,854,18,940,912,-28,0,0,,,,,,
2015,8,10,1,AA,1930,N570UW,PDX,CLT,2215,2225,10,12,2237,287,267,246,2282,543,9,602,552,-10,0,0,,,,,,
2015,7,31,5,AA,2193,N3CBAA,ORD,MIA,1841,,,,,203,,,1197,,,2304,,,0,1,B,,,,,
2015,6,12,5,WN,4170,N468WN,BDL,LAS,715,714,-1,10,724,330,315,299,2297,923,6,945,929,-16,0,0,,,,,,
2015,5,12,2,DL,953,N67171,ATL,SAT,1855,1917,22,20,1937,155,151,126,874,2043,5,2030,2048,18,0,0,,0,0,18,0,0
2015,8,3,1,EV,4452,N14542,IAH,VPS,902,901,-1,18,919,104,106,77,528,1036,11,1046,1047,1,0,0,,,,,,
2015,12,10,4,WN,1789,N609SW,ONT,OAK,1210,1214,4,7,1221,75,71,59,362,1320,5,1325,1325,0,0,0,,,,,,
2015,2,7,6,MQ,3041,N659MQ,DSM,DFW,1135,1135,0,9,1144,124,112,91,624,1315,12,1339,1327,-12,0,0,,,,,,
2015,5,13,3,DL,1063,N3757D,ATL,BHM,2321,2318,-3,16,2334,51,45,26,134,2300,3,2312,2303,-9,0,0,,,,,,
2015,11,5,4,UA,1803,N494UA,LAS,IAH,1709,1655,-14,20,1715,185,171,146,1222,2141,5,2214,2146,-28,0,0,,,,,,
2015,4,21,2,US,1808,N567UW,PHX,CLT,505,459,-6,14,513,236,214,191,1773,1124,9,1201,1133,-28,0,0,,,,,,
2015,12,26,6,DL,1665,N327NB,SLC,DFW,950,952,2,14,1006,160,171,149,989,1335,8,1330,1343,13,0,0,,,,,,
2015,5,18,1,UA,1647,N24729,IAH,ORD,1537,1536,-1,12,1548,161,151,115,925,1743,24,1818,1807,-11,0,0,,,,,,
2015,2,16,1,EV,6050,N14974,ORD,CLT,2105,,,,,110,,,599,,,2355,,,0,1,C,,,,,
2015,2,11,3,US,1806,N584UW,ORD,CLT,1355,1352,-3,13,1405,115,100,74,599,1619,13,1650,1632,-18,0,0,,,,,,
2015,10,10,6,EV,4238,N16999,12266,13422,1920,1916,-4,20,1936,81,94,66,427,2042,8,2041,2050,9,0,0,,,,,,
2015,9,16,3,AS,479,N523AS,LAX,SEA,1605,1600,-5,24,1624,154,161,130,954,1834,7,1839,1841,2,0,0,,,,,,
2015,10,12,1,UA,1586,N15751,13930,12339,1201,1156,-5,19,1215,59,55,30,177,1345,6,1400,1351,-9,0,0,,,,,,
2015,9,16,3,F9,1142,N208FR,MIA,LGA,1900,1905,5,13,1918,185,168,149,1096,2147,6,2205,2153,-12,0,0,,,,,,
2015,10,23,5,DL,1434,N944DL,13487,11278,650,646,-4,15,701,142,133,116,931,957,2,1012,959,-13,0,0,,,,,,
2015,2,5,4,HA,12,N389HA,HNL,SFO,1355,1359,4,34,1433,305,293,251,2398,2044,8,2100,2052,-8,0,0,,,,,,
2015,2,24,2,VX,474,N528VA,LAX,LAS,900,927,27,8,935,65,62,44,236,1019,10,1005,1029,24,0,0,,0,0,24,0,0
2015,1,25,7,WN,4175,N223WN,SAN,PHX,1535,1559,24,18,1617,70,73,51,304,1808,4,1745,1812,27,0,0,,3,0,24,0,0
2015,3,23,1,DL,1143,N348NW,CVG,ATL,600,557,-3,15,612,91,80,59,373,711,6,731,717,-14,0,0,,,,,,
2015,7,9,4,UA,2000,N801UA,PHX,ORD,1430,1430,0,10,1440,220,199,175,1440,1935,14,2010,1949,-21,0,0,,,,,,
2015,3,9,1,AA,1233,N3DAAA,BOS,DFW,555,550,-5,16,606,274,289,260,1562,926,13,929,939,10,0,0,,,,,,
2015,11,24,2,AA,943,N5DJAA,MIA,STT,1005,1002,-3,20,1022,168,146,122,1107,1324,4,1353,1328,-25,0,0,,,,,,
2015,4,12,7,DL,1690,N986DL,ATL,BDL,1409,1414,5,16,1430,144,128,107,859,1617,5,1633,1622,-11,0,0,,,,,,
2015,8,16,7,B6,1836,N318JB,DTW,BOS,630,624,-6,10,634,107,105,90,632,804,5,817,809,-8,0,0,,,,,,
2015,1,6,2,WN,2505,N653SW,HOU,MDW,1500,1516,16,9,1525,145,156,131,937,1736,16,1725,1752,27,0,0,,11,0,0,16,0
2015,10,28,3,MQ,3440,N909MQ,13930,11066,1600,1619,19,19,1638,83,75,50,296,1828,6,1823,1834,11,0,0,,,,,,
2015,8,27,4,UA,588,N402UA,TPA,ORD,610,604,-6,12,616,173,153,134,1012,730,7,803,737,-26,0,0,,,,,,
2015,11,7,6,WN,2758,N437WN,OAK,SNA,1635,1631,-4,7,1638,80,74,63,371,1741,4,1755,1745,-10,0,0,,,,,,
2015,5,2,6,EV,5445,N921EV,ATL,TRI,1348,1348,0,15,1403,65,58,40,227,1443,3,1453,1446,-7,0,0,,,,,,
2015,4,11,6,AA,1642,N3CNAA,MIA,DCA,1825,1830,5,17,1847,154,143,124,919,2051,2,2059,2053,-6,0,0,,,,,,
2015,7,23,4,UA,414,N458UA,SFO,SAN,1040,1034,-6,18,1052,101,93,73,447,1205,2,1221,1207,-14,0,0,,,,,,
2015,3,26,4,WN,269,N772SW,BUR,PHX,1125,1135,10,7,1142,75,83,70,369,1252,6,1240,1258,18,0,0,,8,0,10,0,0
2015,12,26,6,DL,1236,N959AT,PNS,ATL,1857,1938,41,9,1947,77,58,40,271,2127,9,2114,2136,22,0,0,,0,0,1,21,0
2015,7,26,7,EV,4509,N12564,DAY,EWR,1434,1539,65,12,1551,110,133,103,533,1734,18,1624,1752,88,0,0,,23,0,18,47,0
2015,10,28,3,B6,865,N564JB,10721,14635,1855,1927,32,22,1949,216,193,167,1249,2236,4,2231,2240,9,0,0,,,,,,
2015,4,10,5,AS,830,N516AS,HNL,SJC,1410,1404,-6,17,1421,313,315,294,2417,2215,4,2223,2219,-4,0,0,,,,,,
2015,5,19,2,WN,829,N396SW,SMF,SAN,2025,2111,46,11,2122,85,91,70,480,2232,10,2150,2242,52,0,0,,6,0,46,0,0
2015,1,7,3,HA,214,N483HA,LIH,HNL,1839,1843,4,9,1852,33,34,19,102,1911,6,1912,1917,5,0,0,,,,,,
2015,8,2,7,EV,6133,N27200,ERI,ORD,600,547,-13,13,600,95,105,80,398,620,12,635,632,-3,0,0,,,,,,
2015,4,24,5,DL,2340,N125DL,LAX,DTW,1140,1156,16,23,1219,265,248,219,1979,1858,6,1905,1904,-1,0,0,,,,,,
2015,10,8,4,DL,1362,N991DL,14986,10397,600,558,-2,11,609,94,86,69,444,718,6,734,724,-10,0,0,,,,,,
2015,11,28,6,OO,2893,N492SW,LAX,SLC,1344,1356,12,11,1407,115,99,84,590,1631,4,1639,1635,-4,0,0,,,,,,
2015,1,29,4,AA,1086,N505AA,DFW,SLC,945,943,-2,11,954,170,166,147,989,1121,8,1135,1129,-6,0,0,,,,,,
2015,11,30,1,AA,1816,N826AW,DCA,MCO,959,952,-7,11,1003,158,136,115,759,1158,10,1237,1208,-29,0,0,,,,,,
2015,8,6,4,AA,1948,N953UW,RDU,PHL,1800,1822,22,19,1841,90,91,67,337,1948,5,1930,1953,23,0,0,,1,0,0,22,0
2015,11,16,1,UA,1202,N421UA,PBI,EWR,1911,2225,194,10,2235,170,151,136,1023,51,5,2201,56,175,0,0,,0,0,0,175,0
2015,1,24,6,UA,1122,N37287,SFO,HNL,1000,955,-5,12,1007,348,348,324,2398,1331,12,1348,1343,-5,0,0,,,,,,
2015,2,7,6,EV,3271,N14916,CLE,LGA,1340,1335,-5,18,1353,94,108,76,419,1509,14,1514,1523,9,0,0,,,,,,
2015,7,24,5,OO,3426,N170SY,SEA,OKC,1030,1030,0,28,1058,233,227,194,1519,1612,5,1623,1617,-6,0,0,,,,,,
2015,12,2,3,DL,702,N991AT,EWR,MSP,830,828,-2,26,854,190,174,145,1008,1019,3,1040,1022,-18,0,0,,,,,,
2015,5,17,7,B6,601,N644JB,JFK,FLL,600,556,-4,13,609,178,160,141,1069,830,6,858,836,-22,0,0,,,,,,
2015,2,6,5,AS,5,N532AS,DCA,LAX,915,946,31,12,958,368,333,312,2311,1210,9,1223,1219,-4,0,0,,,,,,
2015,9,17,4,DL,2617,N917DL,MSN,ATL,1650,1650,0,10,1700,130,112,93,707,1933,9,2000,1942,-18,0,0,,,,,,
2015,1,9,5,WN,2593,N7715E,SFO,PHX,1605,1601,-4,11,1612,110,115,99,651,1851,5,1855,1856,1,0,0,,,,,,
2015,8,29,6,B6,252,N589JB,MCO,BOS,1944,1941,-3,50,2031,174,200,142,1121,2253,8,2238,2301,23,0,0,,23,0,0,0,0
2015,12,22,2,EV,4179,N15985,EWR,BDL,1210,1204,-6,20,1224,58,55,29,116,1253,6,1308,1259,-9,0,0,,,,,,
2015,1,22,4,UA,1491,N33209,DEN,IAD,1540,1600,20,13,1613,191,185,164,1452,2057,8,2051,2105,14,0,0,,,,,,
2015,3,29,7,DL,1917,N627DL,DTW,LAS,1950,2002,12,16,2018,267,264,237,1749,2115,11,2117,2126,9,0,0,,,,,,
2015,3,4,3,US,2065,N111US,DTW,CLT,815,813,-2,11,824,119,108,90,500,954,7,1014,1001,-13,0,0,,,,,,
2015,5,22,5,WN,1272,N550WN,MKE,DCA,1830,1824,-6,7,1831,115,102,87,634,2058,8,2125,2106,-19,0,0,,,,,,
2015,2,11,3,US,2161,N955UW,BOS,LGA,1900,1923,23,20,1943,81,68,43,184,2026,5,2021,2031,10,0,0,,,,,,
2015,8,21,5,NK,341,N533NK,ACY,TPA,1035,1334,179,9,1343,142,143,127,913,1550,7,1257,1557,180,0,0,,1,0,179,0,0
2015,6,3,3,MQ,3097,N856MQ,HPN,ORD,729,725,-4,17,742,160,147,110,738,832,20,909,852,-17,0,0,,,,,,
2015,10,13,2,F9,356,N941FR,11292,13342,835,827,-8,8,835,139,127,115,896,1130,4,1154,1134,-20,0,0,,,,,,
2015,11,12,4,AA,1388,N3EWAA,PHX,DFW,600,555,-5,21,616,140,133,106,868,902,6,920,908,-12,0,0,,,,,,
2015,6,16,2,DL,1400,N965DN,ATL,BOS,1240,1308,28,14,1322,160,154,133,946,1535,7,1520,1542,22,0,0,,22,0,0,0,0
2015,12,11,5,WN,2439,N369SW,OAK,SEA,1035,1030,-5,16,1046,120,125,103,672,1229,6,1235,1235,0,0,0,,,,,,
2015,10,7,3,DL,2496,N934AT,10397,14730,1210,1210,0,9,1219,80,65,52,321,1311,4,1330,1315,-15,0,0,,,,,,
2015,3,10,2,UA,1573,N53441,MCO,EWR,935,940,5,11,951,153,148,128,937,1159,9,1208,1208,0,0,0,,,,,,
2015,12,7,1,AA,2050,N824AW,CLT,LGA,1614,1612,-2,24,1636,105,121,92,544,1808,5,1759,1813,14,0,0,,,,,,
2015,12,24,4,EV,5322,N853AS,AVL,ATL,1311,,,,,68,,,164,,,1419,,,0,1,B,,,,,
2015,5,21,4,WN,655,N956WN,BNA,JAX,1320,1324,4,11,1335,85,84,69,483,1544,4,1545,1548,3,0,0,,,,,,
2015,3,18,3,EV,5080,N883AS,CHA,ATL,1212,1207,-5,8,1215,51,41,27,106,1242,6,1303,1248,-15,0,0,,,,,,
2015,7,29,3,WN,414,N908WN,BWI,BDL,1000,1052,52,16,1108,70,67,46,283,1154,5,1110,1159,49,0,0,,0,0,49,0,0
2015,1,3,6,AS,717,N557AS,SAN,SLC,2105,2117,12,20,2137,112,121,94,626,11,7,2357,18,21,0,0,,9,0,0,0,12
2015,1,11,7,EV,4737,N23139,GRB,ORD,1438,1430,-8,7,1437,61,55,36,173,1513,12,1539,1525,-14,0,0,,,,,,
2015,3,22,7,MQ,3027,N607MQ,MSN,ORD,857,846,-11,13,859,63,59,23,108,922,23,1000,945,-15,0,0,,,,,,
2015,8,12,3,WN,172,N208WN,SFO,PHX,815,811,-4,9,820,110,109,95,651,955,5,1005,1000,-5,0,0,,,,,,
2015,11,7,6,DL,2136,N347NB,ATL,ELP,940,938,-2,14,952,204,202,185,1282,1057,3,1104,1100,-4,0,0,,,,,,
2015,9,25,5,WN,2341,N206WN,OAK,BUR,1600,1600,0,9,1609,65,62,51,325,1700,2,1705,1702,-3,0,0,,,,,,
2015,11,14,6,DL,2528,N914DE,ATL,CLE,1259,1257,-2,10,1307,104,100,83,554,1430,7,1443,1437,-6,0,0,,,,,,
2015,3,4,3,AA,2237,N3JEAA,DFW,DCA,1430,,,,,161,,,1192,,,1811,,,0,1,B,,,,,
2015,5,17,7,UA,1184,N66848,LAX,EWR,1331,1332,1,23,1355,332,304,275,2454,2130,6,2203,2136,-27,0,0,,,,,,
2015,4,24,5,WN,757,N8627B,LAS,MDW,1845,1919,34,13,1932,205,194,176,1521,28,5,10,33,23,0,0,,0,0,23,0,0
2015,7,9,4,AA,1015,N4XWAA,AUS,DFW,635,629,-6,13,642,66,72,45,190,727,14,741,741,0,0,0,,,,,,
2015,8,29,6,AA,1375,N3JKAA,MIA,LAS,700,657,-3,11,708,308,299,282,2174,850,6,908,856,-12,0,0,,,,,,
2015,12,26,6,OO,4754,N896SK,DTW,IAH,851,848,-3,18,906,200,200,174,1075,1100,8,1111,1108,-3,0,0,,,,,,
2015,2,23,1,EV,4745,N15912,CLE,LGA,1226,1225,-1,18,1243,95,99,76,419,1359,5,1401,1404,3,0,0,,,,,,
2015,12,23,3,DL,1490,N372NW,DTW,LAS,1600,1634,34,14,1648,277,255,235,1749,1743,6,1737,1749,12,0,0,,,,,,
2015,6,22,1,OO,4637,N187PQ,LAX,SJC,610,606,-4,19,625,79,73,49,308,714,5,729,719,-10,0,0,,,,,,
2015,5,14,4,OO,4562,N433SW,OKC,MSP,710,705,-5,16,721,128,127,101,694,902,10,918,912,-6,0,0,,,,,,
2015,4,28,2,WN,4468,N7742B,BWI,RDU,1325,1326,1,10,1336,65,62,47,255,1423,5,1430,1428,-2,0,0,,,,,,
2015,10,29,4,UA,1209,N74856,12266,12892,1257,1255,-2,20,1315,225,215,186,1379,1421,9,1442,1430,-12,0,0,,,,,,
2015,2,23,1,OO,5618,N718SK,HDN,LAX,1626,1620,-6,14,1634,137,134,113,763,1727,7,1743,1734,-9,0,0,,,,,,
2015,8,10,1,WN,248,N345SA,DEN,PHX,755,802,7,15,817,115,111,90,602,847,6,850,853,3,0,0,,,,,,
2015,10,15,4,WN,525,N723SW,15376,11292,1545,1558,13,6,1604,110,98,81,639,1825,11,1835,1836,1,0,0,,,,,,
2015,4,29,3,WN,3405,N7720F,MSY,SAN,1340,1341,1,9,1350,240,226,213,1599,1523,4,1540,1527,-13,0,0,,,,,,
2015,7,10,5,EV,5097,N936EV,BGM,DTW,1532,1523,-9,13,1536,83,81,66,378,1642,2,1655,1644,-11,0,0,,,,,,
2015,6,23,2,B6,48,N521JB,LAS,JFK,1213,1524,191,19,1543,316,275,250,2248,2253,6,2029,2259,150,0,0,,78,0,0,72,0
2015,11,24,2,EV,5303,N195PQ,ATL,GRK,1909,2005,56,13,2018,147,132,116,803,2114,3,2036,2117,41,0,0,,0,0,41,0,0
2015,9,7,1,AA,1075,N548AA,DFW,ELP,1855,1850,-5,14,1904,108,97,79,551,1923,4,1943,1927,-16,0,0,,,,,,
2015,2,8,7,OO,4811,N8965E,BNA,MSP,1155,1146,-9,11,1157,133,122,105,695,1342,6,1408,1348,-20,0,0,,,,,,
2015,6,21,7,WN,491,N914WN,ATL,LAX,835,833,-2,19,852,290,275,246,1947,958,10,1025,1008,-17,0,0,,,,,,
2015,12,8,2,DL,2474,N3765,JFK,SJU,905,901,-4,22,923,240,243,215,1598,1358,6,1405,1404,-1,0,0,,,,,,
2015,9,30,3,MQ,3668,N505MQ,XNA,LGA,1635,1727,52,17,1744,171,176,154,1147,2118,5,2026,2123,57,0,0,,57,0,0,0,0
2015,7,20,1,AA,1599,N3ACAA,SNA,DFW,1600,1600,0,9,1609,177,184,165,1205,2054,10,2057,2104,7,0,0,,,,,,
2015,1,11,7,EV,4244,N11119,DEN,OKC,1321,1314,-7,17,1331,97,97,73,495,1544,7,1558,1551,-7,0,0,,,,,,
2015,2,26,4,WN,4020,N755SA,LAX,SAT,835,832,-3,7,839,160,149,137,1211,1256,5,1315,1301,-14,0,0,,,,,,
2015,8,10,1,DL,1811,N552NW,JAX,ATL,530,529,-1,14,543,67,59,42,270,625,3,637,628,-9,0,0,,,,,,
2015,10,10,6,AA,417,N508AY,14635,14100,600,551,-9,17,608,160,153,132,993,820,4,840,824,-16,0,0,,,,,,
2015,12,8,2,UA,1598,N455UA,SNA,IAH,650,649,-1,24,713,200,204,176,1346,1209,4,1210,1213,3,0,0,,,,,,
2015,12,2,3,WN,2575,N8313F,LAS,SNA,1945,1953,8,12,2005,60,58,41,226,2046,5,2045,2051,6,0,0,,,,,,
2015,12,6,7,HA,328,N483HA,HNL,OGG,1130,1136,6,12,1148,43,41,20,100,1208,9,1213,1217,4,0,0,,,,,,
2015,10,26,1,WN,2418,N373SW,12889,11292,2015,2034,19,8,2042,105,103,87,628,2309,8,2300,2317,17,0,0,,0,0,1,16,0
2015,9,4,5,OO,7363,N453SW,ABR,MSP,1524,1515,-9,11,1526,71,59,44,257,1610,4,1635,1614,-21,0,0,,,,,,
2015,12,24,4,EV,4687,N17146,BNA,EWR,1044,1035,-9,17,1052,132,128,101,748,1333,10,1356,1343,-13,0,0,,,,,,
2015,7,9,4,AA,1366,N3DJAA,LGA,MIA,1720,1742,22,28,1810,204,188,155,1096,2045,5,2044,2050,6,0,0,,,,,,
2015,10,26,1,AS,410,N626AS,14747,12892,1330,1325,-5,11,1336,164,140,123,954,1539,6,1614,1545,-29,0,0,,,,,,
2015,6,12,5,OO,5608,N740SK,LAX,SEA,847,912,25,18,930,167,161,134,954,1144,9,1134,1153,19,0,0,,0,0,2,17,0
2015,12,22,2,UA,664,N415UA,ORD,PHL,1345,1407,22,43,1450,130,141,93,678,1723,5,1655,1728,33,0,0,,33,0,0,0,0
2015,5,28,4,MQ,3417,N662MQ,MAF,DFW,1253,1243,-10,9,1252,77,71,51,309,1343,11,1410,1354,-16,0,0,,,,,,
2015,10,26,1,WN,628,N738CB,12892,10397,1340,1336,-4,7,1343,260,235,218,1947,2021,10,2100,2031,-29,0,0,,,,,,
2015,9,21,1,OO,5450,N925SW,DEN,LAR,1110,1057,-13,22,1119,51,54,27,113,1146,5,1201,1151,-10,0,0,,,,,,
2015,6,15,1,MQ,3311,N510MQ,ORD,XNA,1835,,,,,113,,,522,,,2028,,,0,1,C,,,,,
2015,2,6,5,WN,3121,N939WN,MCI,FLL,1345,1346,1,8,1354,180,161,144,1242,1718,9,1745,1727,-18,0,0,,,,,,
2015,7,26,7,HA,64,N590HA,LIH,LAX,1215,1203,-12,10,1213,340,328,306,2615,2019,12,2055,2031,-24,0,0,,,,,,
2015,2,8,7,DL,1287,N327NB,ATL,MEM,1050,1048,-2,12,1100,88,73,56,332,1056,5,1118,1101,-17,0,0,,,,,,
2015,6,17,3,OO,3458,N216AG,SEA,SLC,2055,2049,-6,17,2106,117,113,88,689,2334,8,2352,2342,-10,0,0,,,,,,
2015,11,19,4,DL,393,N968DL,ORD,ATL,1245,1247,2,17,1304,118,114,91,606,1535,6,1543,1541,-2,0,0,,,,,,
2015,12,1,2,EV,4700,N14993,BNA,EWR,1738,1833,55,34,1907,134,164,120,748,2207,10,2052,2217,85,0,0,,78,0,7,0,0
2015,11,1,7,DL,1873,N932DL,ATL,MIA,1736,1731,-5,22,1753,116,112,84,594,1917,6,1932,1923,-9,0,0,,,,,,
2015,1,18,7,MQ,3138,N544MQ,DTW,ORD,1212,1228,16,9,1237,82,63,46,235,1223,8,1234,1231,-3,0,0,,,,,,
2015,12,10,4,OO,4988,N758SK,DEN,OKC,1240,1234,-6,20,1254,95,89,64,495,1458,5,1515,1503,-12,0,0,,,,,,
2015,4,4,6,WN,2361,N486WN,MDW,CMH,1950,1943,-7,8,1951,65,56,44,283,2135,4,2155,2139,-16,0,0,,,,,,
2015,4,23,4,US,581,N602AW,PHL,SAN,730,724,-6,20,744,345,361,338,2370,1022,3,1015,1025,10,0,0,,,,,,
2015,8,4,2,AA,493,N803AW,PHX,OAK,945,946,1,12,958,117,110,93,646,1131,5,1142,1136,-6,0,0,,,,,,
2015,12,8,2,NK,342,N627NK,PHX,MSP,1510,1503,-7,12,1515,182,191,172,1276,1907,7,1912,1914,2,0,0,,,,,,
2015,7,5,7,DL,2014,N917DN,SYR,ATL,600,555,-5,11,606,134,126,109,794,755,6,814,801,-13,0,0,,,,,,
2015,12,18,5,MQ,3530,N527MQ,ORD,DSM,2206,2204,-2,42,2246,80,98,53,299,2339,3,2326,2342,16,0,0,,16,0,0,0,0
2015,7,27,1,MQ,3655,N603MQ,MIA,CMH,921,916,-5,13,929,164,167,143,990,1152,11,1205,1203,-2,0,0,,,,,,
2015,6,13,6,US,614,N153UW,LAX,PHX,1245,1246,1,22,1308,87,106,59,370,1407,25,1412,1432,20,0,0,,19,0,1,0,0
2015,11,21,6,DL,1088,N6701,ANC,MSP,2150,2153,3,26,2219,312,284,254,2519,533,4,602,537,-25,0,0,,,,,,
2015,10,26,1,WN,868,N939WN,14107,14908,1830,1827,-3,9,1836,70,66,53,338,1929,4,1940,1933,-7,0,0,,,,,,
2015,6,11,4,DL,84,N920DE,TPA,ATL,1948,2008,20,11,2019,96,81,65,406,2124,5,2124,2129,5,0,0,,,,,,
2015,3,3,2,EV,4264,N13978,STL,IAH,1810,1841,31,9,1850,135,131,116,667,2046,6,2025,2052,27,0,0,,0,0,0,27,0
2015,5,31,7,AS,61,N768AS,YAK,CDV,1141,1138,-3,7,1145,45,48,37,213,1222,4,1226,1226,0,0,0,,,,,,
2015,2,13,5,UA,287,N463UA,MDT,ORD,650,645,-5,10,655,126,115,90,594,725,15,756,740,-16,0,0,,,,,,
2015,8,16,7,F9,682,N933FR,DEN,MCO,2359,2347,-12,14,1,213,203,183,1546,504,6,532,510,-22,0,0,,,,,,
2015,4,22,3,EV,4375,N13969,ICT,IAH,1234,1225,-9,7,1232,107,92,80,542,1352,5,1421,1357,-24,0,0,,,,,,
2015,5,9,6,OO,5506,N793SK,IAH,TUS,1129,1124,-5,17,1141,157,171,146,936,1207,8,1206,1215,9,0,0,,,,,,
2015,10,7,3,WN,367,N711HK,11057,13232,1535,1536,1,11,1547,115,107,93,584,1620,3,1630,1623,-7,0,0,,,,,,
2015,10,7,3,EV,4435,N11539,13244,12266,620,614,-6,20,634,106,111,82,468,756,9,806,805,-1,0,0,,,,,,
2015,7,12,7,AA,2315,N5FRAA,MCO,MIA,1930,1951,21,12,2003,68,64,42,192,2045,10,2038,2055,17,0,0,,0,0,0,17,0
2015,6,29,1,OO,4637,N815SK,LAX,SJC,610,619,9,20,639,79,73,48,308,727,5,729,732,3,0,0,,,,,,
2015,1,6,2,DL,1641,N988DL,ATL,SAT,825,824,-1,13,837,169,148,129,874,946,6,1014,952,-22,0,0,,,,,,
2015,12,8,2,AA,1888,N702UW,PHL,BOS,1915,1911,-4,11,1922,79,70,50,280,2012,9,2034,2021,-13,0,0,,,,,,
2015,8,3,1,AA,1489,N3FAAA,SEA,DFW,1007,1001,-6,21,1022,233,236,204,1660,1546,11,1600,1557,-3,0,0,,,,,,
2015,11,18,3,OO,6397,N918SW,ORD,GRB,1736,,,,,57,,,173,,,1833,,,0,1,C,,,,,
2015,12,22,2,OO,5675,N773SK,MRY,SFO,1553,,,,,39,,,77,,,1632,,,0,1,C,,,,,
2015,5,25,1,UA,312,N406UA,EWR,ORD,929,922,-7,13,935,153,133,109,719,1024,11,1102,1035,-27,0,0,,,,,,
2015,5,30,6,OO,4526,N162PQ,SLC,DEN,1550,1544,-6,14,1558,89,77,57,391,1655,6,1719,1701,-18,0,0,,,,,,
2015,5,5,2,B6,470,N630JB,FLL,BOS,730,725,-5,15,740,187,177,156,1237,1016,6,1037,1022,-15,0,0,,,,,,
2015,4,21,2,UA,1145,N31412,SFO,LAS,2110,2251,101,22,2313,91,103,62,414,15,19,2241,34,113,0,0,,27,0,0,86,0
2015,4,5,7,EV,5229,N839AS,XNA,ATL,1245,1341,56,13,1354,98,89,73,589,1607,3,1523,1610,47,0,0,,0,0,0,47,0
2015,12,30,3,WN,302,N7712G,SNA,OAK,1715,1724,9,9,1733,85,96,64,371,1837,23,1840,1900,20,0,0,,11,0,4,5,0
2015,10,5,1,F9,1107,N923FR,12266,14771,605,601,-4,10,611,250,238,223,1635,754,5,815,759,-16,0,0,,,,,,
2015,5,3,7,WN,376,N953WN,MDW,DSM,2215,2211,-4,11,2222,70,66,52,306,2314,3,2325,2317,-8,0,0,,,,,,
2015,9,4,5,WN,2435,N425LV,SNA,SMF,1615,1614,-1,9,1623,80,83,69,404,1732,5,1735,1737,2,0,0,,,,,,
2015,1,8,4,OO,6433,N962SW,SLC,LAX,1740,1748,8,14,1802,129,110,87,590,1829,9,1849,1838,-11,0,0,,,,,,
2015,2,15,7,WN,2142,N614SW,HOU,TUL,1300,1257,-3,10,1307,85,77,63,453,1410,4,1425,1414,-11,0,0,,,,,,
2015,9,5,6,OO,6225,N131SY,DFW,ORD,1419,1412,-7,15,1427,149,138,114,802,1621,9,1648,1630,-18,0,0,,,,,,
2015,3,22,7,EV,5667,N15527,GRK,IAH,544,534,-10,10,544,56,56,37,166,621,9,640,630,-10,0,0,,,,,,
2015,5,4,1,US,1805,N717UW,CLT,IAH,2220,2214,-6,29,2243,159,157,119,912,2342,9,2359,2351,-8,0,0,,,,,,
2015,12,17,4,AA,2389,N3EJAA,DFW,SNA,1525,1522,-3,13,1535,198,194,172,1205,1627,9,1643,1636,-7,0,0,,,,,,
2015,8,29,6,EV,4477,N11187,MSP,IAH,1400,1357,-3,11,1408,177,166,145,1034,1633,10,1657,1643,-14,0,0,,,,,,
2015,4,13,1,UA,422,N474UA,RNO,DEN,601,556,-5,8,604,132,113,100,804,844,5,913,849,-24,0,0,,,,,,
2015,4,12,7,WN,557,N905WN,BUR,OAK,1845,1842,-3,10,1852,70,67,54,325,1946,3,1955,1949,-6,0,0,,,,,,
2015,10,28,3,OO,4552,N603SK,14747,10713,1500,1456,-4,23,1519,85,97,69,399,1728,5,1725,1733,8,0,0,,,,,,
2015,5,16,6,UA,1537,N39475,EWR,CLE,2059,2102,3,20,2122,102,88,60,404,2222,8,2241,2230,-11,0,0,,,,,,
